car_title,car_price_highlighted,car_km,car_hand,car_fuel,car_engine,car_hp,car_transmission,car_drive,car_color,car_body
"Honda Civic, 2009",₪ 17 000,230 000 km,2nd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Blue,Sedan
"Lexus GS, 2014",₪ 108 000,140 000 km,3rd hand,Hybrid,2.5 l,181 hp,Variable,RWD,White,Sedan
"Cadillac CT4, 2021",₪ 240 000,9 000 km,1st hand,Gasoline,2.0 l,237 hp,Automatic,RWD,Black,Sedan
"BMW X4, 2021",₪ 365 000,6 000 km,2nd hand,Gasoline,2.0 l,184 hp,Automatic,4x4,Black,SUV 5-doors
"SEAT Leon, 2015",₪ 62 000,130 000 km,4th hand,Gasoline,1.4 l,122 hp,Manual,FWD,Light blue,Hatchback 3-door
"Citroen C4 Picasso, 2017",₪ 58 000,117 000 km,2nd hand,Gasoline,1.6 l,165 hp,Automatic,FWD,Blue,Compact Van
"Lexus RX, 2015",₪ 130 000,172 000 km,3rd hand,Hybrid,3.5 l,299 hp,Variable,4x4,"Light Grey
                            metallic",SUV 5-doors
"Nissan X-Trail, 2017",₪ 109 500,86 000 km,1st hand,Diesel,1.6 l,130 hp,Variable,FWD,White,SUV 5-doors
"Jeep Grand Cherokee, 2012",₪ 125 000,165 000 km,3rd hand,Gasoline,3.6 l,286 hp,Automatic,4x4,Brown,SUV 5-doors
"Ford Kuga, 2018",₪ 82 000,133 000 km,2nd hand,Gasoline,1.5 l,182 hp,Automatic,FWD,White,SUV 5-doors
"Audi Q5, 2019",₪ 265 000,50 000 km,2nd hand,Gasoline,2.0 l,252 hp,Robotic,4x4,Black,SUV 5-doors
"SEAT Leon, 2015",₪ 89 000,115 000 km,3rd hand,Gasoline,1.8 l,180 hp,Robotic,FWD,Light Grey,Hatchback 3-door
"Mercedes C-Class AMG, 2019",₪ 400 000,28 000 km,3rd hand,Gasoline,3.0 l,390 hp,Automatic,4x4,White,Coupe
"Skoda Kodiaq, 2020",₪ 180 000,50 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Light Grey,SUV 5-doors
"Porsche Cayenne, 2015",₪ 260 000,154 000 km,3rd hand,Gasoline,3.6 l,440 hp,Automatic,4x4,White,SUV 5-doors
"Hyundai Sonata, 2017",₪ 110 000,51 350 km,1st hand,Hybrid,2.0 l,193 hp,Automatic,FWD,White,Sedan
"Ford Kuga, 2016",₪ 61 000,171 000 km,3rd hand,Gasoline,1.5 l,182 hp,Automatic,FWD,Black,SUV 5-doors
"Mitsubishi Outlander, 2016",₪ 98 000,185 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Mazda CX-5, 2021",₪ 155 000,30 000 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,SUV 5-doors
"Toyota Auris, 2012",₪ 39 500,195 000 km,3rd hand,Hybrid,1.8 l,99 hp,Variable,FWD,White,Hatchback 5-door
"Mercedes M-Class, 2003",₪ 25 000,326 000 km,3rd hand,Diesel,2.7 l,163 hp,Automatic,4x4,Silver,SUV 5-doors
"Mazda CX-5, 2019",₪ 128 000,65 000 km,2nd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Black,SUV 5-doors
"Chevrolet Captiva, 2008",₪ 35 000,220 000 km,2nd hand,Diesel,2.0 l,150 hp,Automatic,4x4,Black,SUV 5-doors
"Honda Civic, 2005",₪ 10 000,209 000 km,4th hand,Gasoline,1.6 l,110 hp,Automatic,FWD,Silver,Sedan
"Opel Astra, 2017",₪ 38 000,150 000 km,3rd hand,Gasoline,1.4 l,150 hp,Automatic,FWD,White,Estate 5-door
"BMW 6 series, 2006",₪ 85 000,170 000 km,3rd hand,Gasoline,3.0 l,258 hp,Automatic,RWD,Black,Coupe
"Opel Astra, 2016",₪ 40 000,124 000 km,3rd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,"Silver
                            metallic",Hatchback 5-door
"Audi A7, 2011",₪ 100 000,140 000 km,4th hand,Gasoline,3.0 l,300 hp,Robotic,4x4,White,Liftback
"Chevrolet Spark, 2019",₪ 64 000,18 500 km,1st hand,Gasoline,1.4 l,98 hp,Variable,FWD,Black,Mini 5-doors
"Skoda Superb, 2012",₪ 46 000,167 000 km,1st hand,Gasoline,2.0 l,200 hp,Robotic,FWD,Brown,Liftback
"Subaru Impreza, 2006",₪ 9 000,214 000 km,4th hand,Gasoline,1.6 l,95 hp,Automatic,FWD,"Silver
                            metallic",Sedan
"Kia Ceed, 2017",₪ 50 000,140 000 km,2nd hand,Diesel,1.6 l,136 hp,Robotic,FWD,White,Estate 5-door
"Cupra Formentor, 2021",₪ 167 000,19 000 km,1st hand,Gasoline,1.5 l,150 hp,Automatic,FWD,Silver,SUV 5-doors
"Hyundai Tucson, 2019",₪ 122 000,71 000 km,1st hand,Gasoline,1.6 l,177 hp,Robotic,FWD,Silver,SUV 5-doors
"Kia Sportage, 2016",₪ 96 000,111 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Nissan Qashqai, 2018",₪ 95 000,10 000 km,2nd hand,Gasoline,1.2 l,115 hp,Variable,FWD,White,SUV 5-doors
"Ford Focus, 2012",₪ 18 000,215 000 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,Yellow,Hatchback 5-door
"Land Rover Range Rover Sport, 2007",₪ 65 000,294 000 km,4th hand,Diesel,2.7 l,190 hp,Automatic,4x4,Silver,SUV 5-doors
"Toyota Avensis, 2017",₪ 78 000,114 000 km,1st hand,Gasoline,1.8 l,147 hp,Variable,FWD,White,Sedan
"Hyundai Santa Fe, 2021",₪ 300 000,18 000 km,1st hand,Hybrid,1.6 l,226 hp,Automatic,4x4,White,SUV 5-doors
"Honda Accord, 2003",₪ 11 500,330 000 km,3rd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Blue,Sedan
"Mercedes S-Class, 2007",₪ 89 000,307 000 km,4th hand,Gasoline,5.5 l,388 hp,Automatic,RWD,Black,Sedan Long
"Audi Q5, 2013",₪ 73 000,109 000 km,2nd hand,Gasoline,2.0 l,225 hp,Automatic,4x4,Light Grey,SUV 5-doors
"Fiat Fiorino, 2011",₪ 21 500,164 000 km,2nd hand,Diesel,1.2 l,75 hp,Manual,FWD,White,Van
"Mazda 2, 2009",₪ 16 600,195 000 km,4th hand,Gasoline,1.5 l,103 hp,Automatic,FWD,Grey,Mini 5-doors
"Toyota RAV4, 2020",₪ 175 000,34 000 km,1st hand,Hybrid,2.5 l,218 hp,Automatic,FWD,Silver,SUV 5-doors
"Kia Picanto, 2013",₪ 25 000,200 000 km,2nd hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Bronze,Mini 5-doors
"BMW 5 series, 2008",₪ 50 000,165 000 km,4th hand,Gasoline,3.0 l,272 hp,Automatic,RWD,Silver,Sedan
"Renault Kadjar, 2017",₪ 65 000,165 000 km,2nd hand,Diesel,1.5 l,110 hp,Robotic,FWD,Grey,SUV 5-doors
"Toyota Prius, 2011",₪ 39 000,209 000 km,3rd hand,Hybrid,1.8 l,136 hp,Automatic,FWD,Black,Liftback
"Skoda Superb, 2017",₪ 180 000,122 000 km,3rd hand,Gasoline,2.0 l,280 hp,Robotic,4x4,White,Liftback
"BMW X3, 2008",₪ 38 000,189 000 km,3rd hand,Gasoline,3.0 l,272 hp,Automatic,4x4,Silver,SUV 5-doors
"Jeep Grand Cherokee, 2019",₪ 250 000,75 000 km,2nd hand,Gasoline,3.6 l,286 hp,Automatic,4x4,White,SUV 5-doors
"Skoda Kodiaq, 2018",₪ 185 000,134 000 km,1st hand,Diesel,2.0 l,190 hp,Robotic,4x4,Light Grey,SUV 5-doors
"Toyota Corolla, 2006",₪ 16 000,240 000 km,3rd hand,Gasoline,1.6 l,110 hp,Automatic,FWD,Silver,Sedan
"Audi S5, 2009",₪ 90 000,200 000 km,2nd hand,Gasoline,4.2 l,354 hp,Automatic,4x4,Grey,Coupe
"Chevrolet Spark, 2015",₪ 14 500,132 000 km,3rd hand,Gasoline,1.0 l,68 hp,Manual,FWD,Black,Mini 5-doors
"Peugeot 2008, 2015",₪ 30 000,149 000 km,1st hand,Gasoline,1.2 l,82 hp,Robotic,FWD,Light Grey,Estate 5-door
"Honda CR-V, 2020",₪ 170 000,15 000 km,1st hand,Gasoline,1.5 l,190 hp,Variable,4x4,Black,SUV 5-doors
"Isuzu Trooper, 2000",₪ 25 000,305 000 km,4th hand,Diesel,3.0 l,159 hp,Manual,4x4,White,SUV 3-doors
"BMW X4, 2020",₪ 378 000,49 000 km,1st hand,Gasoline,2.0 l,184 hp,Automatic,4x4,Grey,SUV 5-doors
"Suzuki Jimny, 2007",₪ 50 000,210 000 km,4th hand,Gasoline,1.3 l,85 hp,Automatic,4x4,White,SUV 3-doors
"Lexus GS, 2016",₪ 155 000,79 000 km,2nd hand,Hybrid,2.5 l,181 hp,Variable,RWD,White,Sedan
"Hyundai i30, 2011",₪ 22 500,199 000 km,3rd hand,Gasoline,1.6 l,126 hp,Automatic,FWD,White,Hatchback 5-door
"Hyundai Elantra, 2012",₪ 30 000,203 000 km,3rd hand,Gasoline,1.8 l,150 hp,Automatic,FWD,Light Grey,Sedan
"Honda Civic, 2017",₪ 60 000,90 000 km,3rd hand,Gasoline,1.8 l,142 hp,Automatic,FWD,Grey,Sedan
"SsangYong Rexton, 2017",₪ 135 000,122 000 km,2nd hand,Diesel,2.2 l,178 hp,Automatic,4x4,Grey,SUV 5-doors
"Volkswagen Passat, 2016",₪ 70 000,124 000 km,1st hand,Gasoline,1.4 l,125 hp,Robotic,FWD,White,Sedan
"Buick LaCrosse, 2011",₪ 39 000,100 000 km,3rd hand,Gasoline,2.4 l,182 hp,Automatic,FWD,Black,Sedan
"Hyundai Tucson, 2018",₪ 123 000,80 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Ford Edge, 2016",₪ 112 500,115 000 km,2nd hand,Gasoline,3.5 l,285 hp,Automatic,4x4,White,SUV 5-doors
"Peugeot 3008, 2016",₪ 46 500,87 000 km,2nd hand,Gasoline,1.6 l,165 hp,Automatic,FWD,Grey,SUV 5-doors
"Citroen C3, 2019",₪ 68 000,49 000 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Light blue,Mini 5-doors
"BMW X5, 2017",₪ 270 000,80 000 km,2nd hand,Diesel,3.0 l,258 hp,Automatic,4x4,Silver,SUV 5-doors
"Alfa Romeo MiTo, 2012",₪ 25 000,120 000 km,3rd hand,Gasoline,1.4 l,105 hp,Manual,FWD,Silver,Mini 3-doors
"Kia Sportage, 2018",₪ 111 500,41 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Silver,SUV 5-doors
"Mercedes A-Class, 2016",₪ 102 000,83 000 km,4th hand,Gasoline,1.6 l,122 hp,Robotic,FWD,White,Hatchback 5-door
"Toyota Land Cruiser, 1999",₪ 40 000,537 000 km,3rd hand,Diesel,3.0 l,125 hp,Automatic,4x4,White,SUV 3-doors
"SEAT Leon, 2015",₪ 42 000,175 000 km,2nd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Light Grey,Estate 5-door
"BMW X3, 2013",₪ 88 000,141 000 km,3rd hand,Gasoline,2.0 l,184 hp,Automatic,4x4,Black,SUV 5-doors
"Volvo XC60, 2011",₪ 58 000,142 000 km,3rd hand,Gasoline,2.0 l,203 hp,Automatic,FWD,White,SUV 5-doors
"Toyota Land Cruiser, 2005",₪ 95 000,445 000 km,4th hand,Diesel,3.0 l,163 hp,Automatic,4x4,Bronze,SUV 5-doors
"Kia Sportage, 2013",₪ 70 000,85 000 km,2nd hand,Gasoline,2.0 l,163 hp,Automatic,4x4,White,SUV 5-doors
"BMW X5, 2010",₪ 69 000,185 000 km,4th hand,Gasoline,3.0 l,306 hp,Automatic,4x4,White,SUV 5-doors
"Renault Megane, 2018",₪ 90 000,121 000 km,2nd hand,Diesel,1.5 l,110 hp,Robotic,FWD,Grey,Sedan
"Citroen C4 Picasso, 2016",₪ 46 000,140 000 km,3rd hand,Gasoline,1.6 l,165 hp,Robotic,FWD,Silver,Compact Van
"Hyundai i30, 2010",₪ 23 000,200 000 km,4th hand,Gasoline,1.6 l,126 hp,Automatic,FWD,Beige,Estate 5-door
"Mercedes C-Class AMG, 2020",₪ 580 000,47 000 km,3rd hand,Gasoline,4.0 l,510 hp,Automatic,RWD,White,Sedan
"Skoda Rapid, 2013",₪ 30 000,200 000 km,3rd hand,Gasoline,1.4 l,125 hp,Robotic,FWD,White,Liftback
"Honda Accord, 2007",₪ 15 000,315 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Silver,Sedan
"Tesla Model 3, 2022",₪ 250 000,7 000 km,1st hand,Electro,,325 hp,Automatic,RWD,White,Sedan
"Cadillac XT5, 2020",₪ 275 000,22 400 km,1st hand,Gasoline,2.0 l,237 hp,Automatic,FWD,Black,SUV 5-doors
"Hyundai Santa Fe, 2020",₪ 260 000,11 450 km,1st hand,Diesel,2.2 l,200 hp,Automatic,4x4,Black,SUV 5-doors
"Chevrolet Cruze, 2011",₪ 11 000,160 000 km,3rd hand,Gasoline,1.6 l,124 hp,Automatic,FWD,Grey,Sedan
"Kia Sportage, 2016",₪ 78 000,64 000 km,1st hand,Gasoline,1.6 l,132 hp,Automatic,FWD,Black,SUV 5-doors
"Dacia Lodgy, 2015",₪ 27 000,170 000 km,2nd hand,Gasoline,1.2 l,115 hp,Manual,FWD,White,Compact Van
"Volvo V40, 2015",₪ 51 500,73 000 km,2nd hand,Gasoline,1.6 l,180 hp,Robotic,FWD,Black,Mini 5-doors
"Peugeot 3008, 2019",₪ 110 000,85 000 km,2nd hand,Diesel,1.5 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"Toyota RAV4, 2015",₪ 95 000,122 000 km,2nd hand,Gasoline,2.0 l,152 hp,Variable,4x4,White,SUV 5-doors
"Kia Carnival, 2011",₪ 30 000,260 000 km,4th hand,Diesel,2.9 l,185 hp,Automatic,FWD,White,Minivan
"SEAT Leon, 2015",₪ 92 000,115 000 km,1st hand,Gasoline,1.8 l,180 hp,Robotic,FWD,White,Hatchback 5-door
"Kia Sportage, 2017",₪ 105 000,61 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,White,SUV 5-doors
"Chevrolet Camaro, 2017",₪ 185 000,62 000 km,3rd hand,Gasoline,3.6 l,335 hp,Automatic,RWD,White,Coupe
"Jeep Wrangler, 2018",₪ 215 000,55 000 km,3rd hand,Gasoline,3.6 l,285 hp,Automatic,4x4,Light Grey,SUV 3-doors
"Ford Explorer, 2015",₪ 150 000,95 000 km,3rd hand,Gasoline,3.5 l,290 hp,Automatic,4x4,White,SUV 5-doors
"Renault Kadjar, 2018",₪ 95 000,140 000 km,1st hand,Diesel,1.5 l,110 hp,Robotic,FWD,White,SUV 5-doors
"Mercedes GLC, 2017",₪ 220 000,90 000 km,2nd hand,Gasoline,2.0 l,211 hp,Automatic,4x4,White,SUV 5-doors
"BMW X1, 2018",₪ 170 000,80 000 km,3rd hand,Gasoline,2.0 l,192 hp,Automatic,4x4,White,SUV 5-doors
"Hyundai ix35, 2012",₪ 49 000,126 000 km,3rd hand,Gasoline,2.0 l,163 hp,Automatic,FWD,White,SUV 5-doors
"Skoda Karoq, 2018",₪ 138 000,39 000 km,3rd hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Grey,SUV 5-doors
"Kia Sportage, 2017",₪ 108 000,75 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Hyundai Tucson, 2018",₪ 114 000,36 500 km,3rd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"Mitsubishi Outlander, 2017",₪ 100 000,160 000 km,1st hand,Plug-in Hybrid,2.0 l,121 hp,Automatic,4x4,Black,SUV 5-doors
"Subaru Leone, 1993",₪ 13 000,189 000 km,3rd hand,Gasoline,1.6 l,69 hp,Manual,FWD,White,Sedan
"Audi RS Q3 Sportback, 2022",₪ 480 000,5 000 km,1st hand,Gasoline,2.5 l,400 hp,Robotic,4x4,Grey,SUV Coupe
"Cadillac SRX, 2013",₪ 75 000,135 000 km,4th hand,Gasoline,3.6 l,314 hp,Automatic,4x4,Grey,SUV 5-doors
"Mitsubishi Outlander, 2019",₪ 140 000,20 000 km,3rd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Skoda Kodiaq, 2019",₪ 192 000,62 000 km,2nd hand,Gasoline,2.0 l,190 hp,Robotic,4x4,White,SUV 5-doors
"Ford Explorer, 2008",₪ 58 000,155 000 km,3rd hand,Gasoline,4.6 l,295 hp,Automatic,RWD,Black,SUV 5-doors
"Mercedes GLE, 2016",₪ 220 000,163 000 km,2nd hand,Diesel,3.0 l,258 hp,Automatic,4x4,Black,SUV 5-doors
"Jeep Wrangler, 2021",₪ 450 000,10 000 km,2nd hand,Gasoline,3.6 l,285 hp,Automatic,4x4,White,SUV 5-doors
"Toyota Prius Plus, 2017",₪ 89 000,250 000 km,2nd hand,Hybrid,1.8 l,136 hp,Automatic,FWD,White,Estate 5-door
"BMW X5, 2013",₪ 130 000,135 000 km,4th hand,Diesel,3.0 l,245 hp,Automatic,4x4,Black,SUV 5-doors
"Fiat Punto, 2010",₪ 9 200,215 000 km,4th hand,Gasoline,1.4 l,77 hp,Manual,FWD,White,Mini 5-doors
"Mitsubishi Pajero, 2012",₪ 150 000,197 000 km,3rd hand,Diesel,3.2 l,200 hp,Automatic,4x4,White,SUV 5-doors
"Toyota Yaris, 2006",₪ 18 000,180 000 km,3rd hand,Gasoline,1.3 l,87 hp,Manual,FWD,Bronze,Mini 5-doors
"Toyota RAV4, 2005",₪ 32 000,235 000 km,4th hand,Gasoline,2.0 l,150 hp,Automatic,4x4,Grey,SUV 3-doors
"Chevrolet Impala, 2018",₪ 110 000,75 000 km,1st hand,Gasoline,3.6 l,305 hp,Automatic,FWD,Black,Sedan
"Nissan Micra, 2018",₪ 44 999,33 800 km,1st hand,Gasoline,1.0 l,100 hp,Manual,FWD,Black,Mini 5-doors
"Honda Civic, 2008",₪ 22 900,239 900 km,3rd hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Grey,Sedan
"GMC Yukon, 1996",₪ 40 000,390 000 km,4th hand,Gasoline,5.7 l,258 hp,Automatic,4x4,Black,SUV 5-doors
"Toyota Land Cruiser, 2011",₪ 220 000,220 000 km,1st hand,Diesel,3.0 l,190 hp,Automatic,4x4,White,SUV 5-doors
"Mitsubishi Outlander, 2013",₪ 55 000,260 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Kia Rio, 2017",₪ 43 000,135 000 km,1st hand,Gasoline,1.4 l,109 hp,Automatic,FWD,Light Grey,Sedan
"Mercedes GLE, 2016",₪ 263 500,128 000 km,2nd hand,Diesel,3.0 l,258 hp,Automatic,4x4,Light Grey,SUV 5-doors
"Toyota Prius, 2013",₪ 41 000,280 000 km,2nd hand,Hybrid,1.8 l,136 hp,Automatic,FWD,White,Liftback
"Volkswagen Golf, 2008",₪ 20 000,185 000 km,3rd hand,Gasoline,2.0 l,150 hp,Automatic,FWD,Light Grey,Hatchback 5-door
"Audi Q7, 2008",₪ 49 000,204 000 km,4th hand,Gasoline,3.6 l,280 hp,Automatic,4x4,Grey,SUV 5-doors
"Skoda Octavia, 2019",₪ 140 000,35 000 km,1st hand,Gasoline,2.0 l,190 hp,Robotic,FWD,White,Liftback
"SEAT Ibiza, 2016",₪ 35 000,102 000 km,1st hand,Gasoline,1.2 l,90 hp,Manual,FWD,Grey,Mini 5-doors
"Volkswagen Passat, 2018",₪ 65 000,265 000 km,3rd hand,Diesel,2.0 l,150 hp,Robotic,FWD,White,Sedan
"Toyota Corolla, 2021",₪ 135 000,23 000 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"Audi A3, 2011",₪ 89 000,157 000 km,3rd hand,Gasoline,2.0 l,200 hp,Robotic,FWD,Black,Cabrio
"Mercedes M-Class, 2007",₪ 47 000,450 000 km,4th hand,Diesel,3.0 l,224 hp,Automatic,4x4,Golden,SUV 5-doors
"Mitsubishi Outlander, 2019",₪ 125 000,76 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,Grey,SUV 5-doors
"Mitsubishi Outlander, 2017",₪ 118 000,61 000 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"SEAT Mii, 2013",₪ 23 000,108 000 km,2nd hand,Gasoline,1.0 l,75 hp,Manual,FWD,Yellow,Mini 3-doors
"Honda Civic Type R, 2016",₪ 152 000,67 000 km,3rd hand,Gasoline,2.0 l,310 hp,Manual,FWD,White,Hatchback 5-door
"Ford Focus, 2005",₪ 4 500,273 000 km,3rd hand,Gasoline,1.6 l,102 hp,Automatic,FWD,White,Sedan
"Citroen C4, 2010",₪ 10 000,209 000 km,3rd hand,Gasoline,1.6 l,140 hp,Automatic,FWD,Grey,Hatchback 5-door
"Subaru Legacy, 2010",₪ 35 000,167 000 km,3rd hand,Gasoline,2.0 l,150 hp,Variable,4x4,"White
                            metallic",Estate 5-door
"Volkswagen Jetta, 2013",₪ 32 000,181 000 km,3rd hand,Gasoline,1.2 l,105 hp,Robotic,FWD,Black,Sedan
"Nissan Juke, 2018",₪ 79 990,60 000 km,1st hand,Gasoline,1.6 l,117 hp,Variable,FWD,Grey,SUV 5-doors
"BMW 3 series, 2008",₪ 42 000,238 000 km,3rd hand,Gasoline,3.0 l,272 hp,Automatic,RWD,Black,Sedan
"Mitsubishi Space Star, 2013",₪ 25 000,135 000 km,4th hand,Gasoline,1.2 l,80 hp,Variable,FWD,Grey,Hatchback 5-door
"Honda Civic, 2007",₪ 15 500,170 000 km,4th hand,Gasoline,1.8 l,140 hp,Automatic,FWD,Bronze,Sedan
"Skoda Octavia, 2021",₪ 175 000,17 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,White,Liftback
"Audi Q8, 2021",₪ 595 000,30 000 km,1st hand,Gasoline,3.0 l,340 hp,Automatic,4x4,White,SUV 5-doors
"Volkswagen Golf, 2012",₪ 29 000,150 000 km,1st hand,Gasoline,2.5 l,170 hp,Automatic,FWD,White,Hatchback 5-door
"Infiniti Q70, 2018",₪ 155 000,27 000 km,3rd hand,Gasoline,3.7 l,320 hp,Automatic,RWD,"Light Grey
                            metallic",Sedan
"Suzuki Vitara, 1996",₪ 22 000,250 000 km,4th hand,Gasoline,1.6 l,97 hp,Manual,4x4,White,SUV 3-doors
"Skoda Kodiaq, 2020",₪ 183 000,11 500 km,2nd hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Black,SUV 5-doors
"Audi Q7, 2017",₪ 286 000,90 000 km,2nd hand,Diesel,3.0 l,272 hp,Automatic,4x4,White,SUV 5-doors
"Cupra Ateca, 2021",₪ 250 000,25 000 km,1st hand,Gasoline,2.0 l,300 hp,Robotic,4x4,White,SUV 5-doors
"SEAT Ibiza, 2012",₪ 37 000,153 000 km,3rd hand,Gasoline,1.4 l,150 hp,Robotic,FWD,Black,Mini 5-doors
"Honda Civic, 2014",₪ 59 000,80 000 km,2nd hand,Gasoline,1.8 l,142 hp,Automatic,FWD,Green,Estate 5-door
"Mazda 3, 2017",₪ 82 000,102 000 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,Hatchback 5-door
"Volkswagen Passat CC, 2012",₪ 45 000,155 000 km,4th hand,Gasoline,2.0 l,210 hp,Robotic,FWD,White,Fastback
"Volkswagen Polo, 2012",₪ 21 000,228 000 km,2nd hand,Gasoline,1.4 l,85 hp,Manual,FWD,Blue,Mini 3-doors
"Hyundai Accent, 2022",₪ 110 000,5 000 km,2nd hand,Gasoline,1.4 l,100 hp,Automatic,FWD,Black,Sedan
"Toyota Hilux, 2005",₪ 80 000,420 000 km,3rd hand,Diesel,3.0 l,91 hp,Manual,4x4,Silver,Pickup double-cab
"Audi A3, 2015",₪ 69 000,119 000 km,3rd hand,Gasoline,1.4 l,125 hp,Robotic,FWD,Blue,Hatchback 5-door
"Hyundai IONIQ, 2018",₪ 90 000,79 000 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Black,Hatchback 5-door
"Peugeot 2008, 2021",₪ 127 500,25 000 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Blue,SUV 5-doors
"Hyundai Tucson, 2016",₪ 97 000,72 000 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai Tucson, 2018",₪ 116 000,45 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Black,SUV 5-doors
"BMW 4 series, 2017",₪ 200 000,98 000 km,3rd hand,Gasoline,2.0 l,184 hp,Automatic,RWD,Blue,Liftback
"Skoda Kodiaq, 2019",₪ 165 000,78 000 km,1st hand,Diesel,2.0 l,150 hp,Robotic,FWD,White,SUV 5-doors
"Chevrolet Orlando, 2015",₪ 25 000,241 000 km,1st hand,Gasoline,1.4 l,140 hp,Automatic,FWD,White,Compact Van
"Toyota C-HR, 2018",₪ 127 000,32 000 km,1st hand,Hybrid,1.8 l,122 hp,Automatic,FWD,White,SUV 5-doors
"Mazda CX-5, 2019",₪ 130 000,70 000 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Silver,SUV 5-doors
"Mazda 3, 2018",₪ 87 000,90 000 km,3rd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,Sedan
"Kia Sportage, 2019",₪ 104 000,109 000 km,1st hand,Diesel,1.6 l,136 hp,Robotic,FWD,White,SUV 5-doors
"Hyundai Tucson, 2016",₪ 88 000,100 000 km,3rd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,White,SUV 5-doors
"Jeep Wrangler, 2013",₪ 220 000,120 000 km,3rd hand,Gasoline,3.6 l,286 hp,Automatic,4x4,Orange,SUV 5-doors
"SEAT Leon, 2013",₪ 39 000,175 000 km,1st hand,Gasoline,1.8 l,180 hp,Robotic,FWD,White,Hatchback 5-door
"Mitsubishi Outlander, 2016",₪ 85 000,130 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Skoda Yeti, 2012",₪ 36 000,70 000 km,1st hand,Gasoline,1.2 l,105 hp,Manual,FWD,Grey,SUV 5-doors
"Hyundai i10, 2010",₪ 17 000,190 000 km,3rd hand,Gasoline,1.1 l,67 hp,Automatic,FWD,Light Grey,Mini 5-doors
"Nissan Qashqai, 2019",₪ 130 000,33 000 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,White,SUV 5-doors
"Hyundai IONIQ, 2017",₪ 90 000,75 000 km,3rd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,Hatchback 5-door
"Toyota Land Cruiser, 2006",₪ 105 000,40 000 km,4th hand,Diesel,3.0 l,173 hp,Automatic,4x4,Golden,SUV 5-doors
"Tesla Model 3, 2021",₪ 248 000,53 000 km,2nd hand,Electro,,351 hp,Automatic,4x4,White,Sedan
"Land Rover Range Rover, 2019",₪ 620 000,73 000 km,2nd hand,Plug-in Hybrid,2.0 l,404 hp,Automatic,4x4,White,SUV 5-doors
"Toyota Camry, 2008",₪ 30 000,270 000 km,2nd hand,Gasoline,3.5 l,277 hp,Automatic,FWD,Light Grey,Sedan
"Opel Astra, 2014",₪ 20 000,140 000 km,2nd hand,Gasoline,1.4 l,140 hp,Automatic,FWD,Black,Hatchback 5-door
"Mercedes C-Class, 2008",₪ 45 000,146 000 km,3rd hand,Gasoline,2.5 l,204 hp,Automatic,RWD,Black,Hatchback 3-door
